"# Table S1: Curated Microvirus Genomes, plus additional Obscuriviridae",,,,,,,,,,,
Genome designation,Reported Source,Source Attribution for Analyses,GC content,Sequence Length (nt),Phylum,Class,Order,Family,Genus,Genus CRISPR prediction,CRISPR Prediction Correct?
Family3_GokushovirinaeB_MH552523,Mouse,Other mammal,43,5296,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Ruminococcus,Ruminococcus,n/a
Family3_GokushovirinaeB_MH552560,Mouse,Other mammal,40,5520,,,,,,,
Family3_GokushovirinaeB_MH552567,Macaque,Primate,45,5083,,,,,,,
Family3_GokushovirinaeB_MH552571,Mouse,Other mammal,47,5312,,,,,,,
Family3_GokushovirinaeB_MH593837,Macaque,Primate,45,5210,,,,,,,
Family3_GokushovirinaeB_MH616663,Macaque,Primate,45,4870,,,,,,,
Family3_GokushovirinaeB_MH616672,Macaque,Primate,30,5239,,,,,,,
Family3_GokushovirinaeB_MH616855,Mouse,Other mammal,38,5469,,,,,,,
Family3_GokushovirinaeB_MH616997,Minnow tissue,Marine fish,47,5066,,,,,,,
Family3_GokushovirinaeB_MH617034,Macaque,Primate,45,5132,,,,,,,
Family3_GokushovirinaeB_MH617217,Macaque,Primate,48,5070,,,,,,,
Family3_GokushovirinaeB_MH617405,Macaque,Primate,46,5110,,,,,,,
Family3_GokushovirinaeB_MH617506,Macaque,Primate,40,5285,,,,,,,
Family3_GokushovirinaeB_MH617682,Macaque,Primate,38,5105,,,,,,,
Family3_GokushovirinaeB_MH617691,Macaque,Primate,39,5139,,,,,,,
Family3_GokushovirinaeB_MH622917,Macaque,Primate,45,5221,,,,,,,
Family3_GokushovirinaeB_MH622932,Macaque,Primate,46,5208,,,,,,,
Family3_GokushovirinaeB_MH648955,Macaque,Primate,47,5322,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium,n/a
Family3_GokushovirinaeB_MH649004,Macaque,Primate,42,5137,,,,,,,
Family3_GokushovirinaeB_MH649140,Macaque,Primate,43,4794,,,,,,,
Family3_GokushovirinaeB_MH649153,Macaque,Primate,46,5208,,,,,,,
Family3_GokushovirinaeB_Minot_Diet_LF_HF_2016_3_454_NODE_101_length_5392_cov_57797721,Human,Primate,46,5394,,,,,,,
Family3_GokushovirinaeB_Minot_Diet_LF_HF_2016_3_454_NODE_91_length_5912_cov_6822818,Human,Primate,44,5912,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium,n/a
Family3_GokushovirinaeB_Minot_Diet_LF_HF_2019_4_454_NODE_33_length_5831_cov_42281031,Human,Primate,44,5833,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium,n/a
Family3_GokushovirinaeB_Minot_Diet_SRR5088934_NODE_130_length_5939_cov_59343644,Human,Primate,46,5939,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium,n/a
Family3_GokushovirinaeB_Minot_Diet_SRR5088934_NODE_136_length_5745_cov_47350967,Human,Primate,44,5745,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium,n/a
Family3_GokushovirinaeB_Minot_Diet_SRR5088935_NODE_450_length_5993_cov_1827551196,Human,Primate,43,5993,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium,n/a
Family3_GokushovirinaeB_Minot_Diet_SRR5088935_NODE_459_length_5842_cov_4031589597,Human,Primate,45,5842,,,,,,,
Family3_GokushovirinaeB_Minot_Diet_SRR5088935_NODE_500_length_5224_cov_1030649642,Human,Primate,49,5226,,,,,,,
Family3_GokushovirinaeB_Minot_Diet_SRR5088936_NODE_563_length_5697_cov_182023219,Human,Primate,43,5697,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium,n/a
Family3_GokushovirinaeB_Minot_Diet_SRR5088936_NODE_652_length_5011_cov_27124294,Human,Primate,41,5011,,,,,,Clostridiales,n/a
Family3_GokushovirinaeB_Minot_Diet_SRR5088938_NODE_397_length_5730_cov_5746419383,Human,Primate,43,5730,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium,n/a
Family3_GokushovirinaeB_Minot_Diet_SRR5088938_NODE_464_length_5265_cov_35702495,Human,Primate,48,5265,,,,,,,
Family3_GokushovirinaeB_Minot_Diet_SRR5088938_NODE_469_length_5228_cov_401312391,Human,Primate,45,5228,,,,,,,
Family3_GokushovirinaeB_Minot_Diet_SRR5088938_NODE_476_length_5185_cov_140952242,Human,Primate,39,5210,,,,,,,
Family3_GokushovirinaeB_Minot_Diet_SRR5088939_NODE_292_length_5427_cov_24182241,Human,Primate,49,5427,Proteobacteria,Gammaproteobacteria,,,Candidatus Thioglobus,CandidatusThioglobus,n/a
Family3_GokushovirinaeB_Minot_Diet_SRR5088940_NODE_787_length_5721_cov_136850159,Human,Primate,47,5721,,,,,,,
Family3_GokushovirinaeB_Minot_Diet_SRR5088940_NODE_816_length_5548_cov_23033861,Human,Primate,49,5548,,,,,,,
Family3_GokushovirinaeB_Minot_Diet_SRR5088940_NODE_825_length_5514_cov_99661293,Human,Primate,46,5514,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium,n/a
Family3_GokushovirinaeB_Minot_Diet_SRR5088941_NODE_203_length_5771_cov_5539013,Human,Primate,44,5771,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium,n/a
Family3_GokushovirinaeB_Minot_Diet_SRR5088942_NODE_390_length_5171_cov_22387217,Human,Primate,50,5173,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Flavonifractor,Flavonifractor,n/a
Family3_GokushovirinaeB_Minot_Diet_SRR5088943_NODE_403_length_5324_cov_1032226798,Human,Primate,49,5324,Proteobacteria,Gammaproteobacteria,,,Candidatus Thioglobus,CandidatusThioglobus,n/a
Family3_GokushovirinaeB_Minot_Diet_SRR5088943_NODE_412_length_5137_cov_3257379,Human,Primate,46,5137,,,,,,,
Family3_GokushovirinaeB_Minot_Diet_SRR5088944_NODE_199_length_5746_cov_4409580039,Human,Primate,44,5746,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium,n/a
Family3_GokushovirinaeB_Minot_Diet_SRR5088944_NODE_208_length_5395_cov_551233146,Human,Primate,42,5397,,,,,,,
Family3_GokushovirinaeB_Minot_Diet_SRR5088944_NODE_214_length_5172_cov_2298930819,Human,Primate,44,5174,,,,,,,
Family3_GokushovirinaeB_Minot_Diet_SRR5088944_NODE_88_length_16009_cov_7174610505,Human,Primate,45,5968,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium,n/a
Family3_GokushovirinaeB_MK496714,Capybara,Other mammal,44,5314,,,,,,,
Family3_GokushovirinaeB_MK496716,Capybara,Other mammal,37,5278,,,,,,,
Family3_GokushovirinaeB_MK496718,Capybara,Other mammal,36,4514,,,,,,,
Family3_GokushovirinaeB_MK496719,Capybara,Other mammal,41,5243,,,,,,,
Family3_GokushovirinaeB_MK496720,Capybara,Other mammal,47,5221,,,,,,,
Family3_GokushovirinaeB_MK496722,Capybara,Other mammal,50,5184,,,,,,,
Family3_GokushovirinaeB_MK496724,Capybara,Other mammal,35,5132,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Pseudoflavonifractor,Pseudoflavonifractor,n/a
Family3_GokushovirinaeB_MK496726,Capybara,Other mammal,37,5123,,,,,,,
Family3_GokushovirinaeB_MK496728,Capybara,Other mammal,34,5074,,,,,,,
Family3_GokushovirinaeB_MK496730,Capybara,Other mammal,32,5059,,,,,,,
Family3_GokushovirinaeB_MK496731,Capybara,Other mammal,40,5001,,,,,,,
Family3_GokushovirinaeB_MK496735,Capybara,Other mammal,39,4956,,,,,,,
Family3_GokushovirinaeB_MK496737,Capybara,Other mammal,41,4939,,,,,,,
Family3_GokushovirinaeB_MK496738,Capybara,Other mammal,40,4936,,,,,,,
Family3_GokushovirinaeB_MK496740,Capybara,Other mammal,42,4905,,,,,,,
Family3_GokushovirinaeB_MK496741,Capybara,Other mammal,37,4866,,,,,,,
Family3_GokushovirinaeB_MK496743,Capybara,Other mammal,36,4785,,,,,,,
Family3_GokushovirinaeB_MK496744,Capybara,Other mammal,41,4757,,,,,,,
Family3_GokushovirinaeB_MK496778,Capybara,Other mammal,41,5547,,,,,,,
Family3_GokushovirinaeB_MK496779,Capybara,Other mammal,51,5540,,,,,,,
Family3_GokushovirinaeB_MK496788,Capybara,Other mammal,38,5278,,,,,,,
Family3_GokushovirinaeB_MK496790,Capybara,Other mammal,37,5251,,,,,,,
Family3_GokushovirinaeB_MK496792,Capybara,Other mammal,46,5247,,,,,,,
Family3_GokushovirinaeB_MK496793,Capybara,Other mammal,31,5235,,,,,,,
Family3_GokushovirinaeB_MK496794,Capybara,Other mammal,32,5232,,,,,,,
Family3_GokushovirinaeB_MK496796,Capybara,Other mammal,47,5206,,,,,,,
Family3_GokushovirinaeB_MK496797,Capybara,Other mammal,36,5204,,,,,,,
Family3_GokushovirinaeB_MK496798,Capybara,Other mammal,41,5171,,,,,,,
Family3_GokushovirinaeB_MK496799,Capybara,Other mammal,33,5129,,,,,,,
Family3_GokushovirinaeB_MK496800,Capybara,Other mammal,34,5119,,,,,,,
Family3_GokushovirinaeB_MK496801,Capybara,Other mammal,31,5117,,,,,,,
Family3_GokushovirinaeB_MK496802,Capybara,Other mammal,36,5111,,,,,,,
Family3_GokushovirinaeB_MK496803,Capybara,Other mammal,37,5108,,,,,,,
Family3_GokushovirinaeB_MK496806,Capybara,Other mammal,38,5060,,,,,,,
Family3_GokushovirinaeB_MK496809,Capybara,Other mammal,42,4765,,,,,,,
Family3_GokushovirinaeB_MK496810,Capybara,Other mammal,36,4750,,,,,,,
Family3_GokushovirinaeB_MK496817,Capybara,Other mammal,35,4588,,,,,,,
Family3_GokushovirinaeB_MK496820,Capybara,Other mammal,28,4485,,,,,,,
Family3_GokushovirinaeB_MK496821,Capybara,Other mammal,32,4381,,,,,,,
Family3_GokushovirinaeB_MK765620,Tortoise,Reptile,42,4951,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Gallionellaceae,Gallionella,Gallionella,n/a
Family3_GokushovirinaeB_MN379630,Chicken,Bird,52,5765,,,,,,,
Family3_GokushovirinaeB_MN379631,Chicken,Bird,49,5148,,,,,,,
Family3_GokushovirinaeB_MN379640,Chicken,Bird,51,5777,,,,,,,
Family3_GokushovirinaeB_Monaco_MBA1011_NODE_112_length_5366_cov_64648465,Human,Primate,46,5366,,,,,,,
Family3_GokushovirinaeB_Monaco_MBA1011_NODE_115_length_5316_cov_7592663,Human,Primate,40,5316,,,,,,,
Family3_GokushovirinaeB_Monaco_MBA1029_NODE_12_length_10566_cov_384699553,Human,Primate,40,5322,,,,,,,
Family3_GokushovirinaeB_Monaco_MBA1029_NODE_38_length_5010_cov_16888396,Human,Primate,37,5012,,,,,,,
Family3_GokushovirinaeB_Monaco_MBA1062_NODE_54_length_10841_cov_389293343,Human,Primate,45,5742,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium,n/a
Family3_GokushovirinaeB_Monaco_MBA1062_NODE_80_length_5820_cov_20135126,Human,Primate,48,5820,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium,n/a
Family3_GokushovirinaeB_Monaco_MBA1062_NODE_84_length_5407_cov_15373692,Human,Primate,50,5407,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium,n/a
Family3_GokushovirinaeB_Monaco_MBA1098_NODE_382_length_5969_cov_9360331,Human,Primate,44,5971,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium,n/a
Family3_GokushovirinaeB_Monaco_MBA1099_NODE_526_length_5482_cov_100838401,Human,Primate,50,5482,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium,n/a
Family3_GokushovirinaeB_Monaco_MBA1151_NODE_986_length_5267_cov_17156178,Human,Primate,46,5267,,,,,,,
Family3_GokushovirinaeB_Monaco_MBA1155_NODE_109_length_5275_cov_13791571,Human,Primate,45,5275,,,,,,,
Family3_GokushovirinaeB_Monaco_MBA1155_NODE_117_length_5188_cov_7060588,Human,Primate,52,5188,,,,,,,
Family3_GokushovirinaeB_Monaco_MBA1155_NODE_38_length_9128_cov_55143723,Human,Primate,46,5925,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium,n/a
Family3_GokushovirinaeB_Monaco_MBA1155_NODE_85_length_5898_cov_55634092,Human,Primate,42,5914,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium,n/a
Family3_GokushovirinaeB_Monaco_MBA1155_NODE_97_length_5599_cov_38378247,Human,Primate,42,5607,,,,,,,
Family3_GokushovirinaeB_Monaco_MBA1218_NODE_102_length_5470_cov_21863527,Human,Primate,44,4403,,,,,,,
Family3_GokushovirinaeB_Monaco_MBA1218_NODE_105_length_5304_cov_71750810,Human,Primate,48,5306,,,,,,,
Family3_GokushovirinaeB_Monaco_MBA1218_NODE_94_length_5925_cov_26387734,Human,Primate,49,5927,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium,n/a
Family3_GokushovirinaeB_Monaco_MBA1218_NODE_98_length_5668_cov_16704792,Human,Primate,49,5670,,,,,,,
Family3_GokushovirinaeB_Monaco_MBA1267_NODE_234_length_5863_cov_337098313,Human,Primate,49,5863,,,,,,,
Family3_GokushovirinaeB_Monaco_MBA1267_NODE_236_length_5854_cov_97083118,Human,Primate,45,5854,,,,,,,
Family3_GokushovirinaeB_Monaco_MBA1267_NODE_246_length_5646_cov_434917367,Human,Primate,44,5646,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium,n/a
Family3_GokushovirinaeB_Monaco_MBA1267_NODE_255_length_5495_cov_265129228,Human,Primate,49,5495,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Flavonifractor,Flavonifractor,n/a
Family3_GokushovirinaeB_Monaco_MBA1267_NODE_267_length_5300_cov_4686368,Human,Primate,42,5300,,,,,,,
Family3_GokushovirinaeB_Monaco_MBA1281_NODE_245_length_5824_cov_120990120,Human,Primate,45,5824,,,,,,,
Family3_GokushovirinaeB_Monaco_MBA1281_NODE_257_length_5695_cov_485253014,Human,Primate,46,5695,,,,,,,
Family3_GokushovirinaeB_Monaco_MBA1281_NODE_277_length_5461_cov_9752312,Human,Primate,43,5461,,,,,,,
Family3_GokushovirinaeB_Monaco_MBA1281_NODE_322_length_5079_cov_22933121,Human,Primate,41,5081,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia,n/a
Family3_GokushovirinaeB_Monaco_MBA1312_NODE_146_length_5799_cov_955147981,Human,Primate,45,5799,,,,,,,
Family3_GokushovirinaeB_Monaco_MBA1312_NODE_170_length_5328_cov_35928124,Human,Primate,48,5328,,,,,,,
Family3_GokushovirinaeB_Monaco_MBA1728_NODE_9_length_5591_cov_9607117,Human,Primate,43,5591,,,,,,,
Family3_GokushovirinaeB_Monaco_MBA1730_NODE_15_length_6647_cov_32749242,Human,Primate,46,5526,,,,,,,
Family3_GokushovirinaeB_Monaco_MBA1731_NODE_41_length_6600_cov_1184725134,Human,Primate,46,5116,,,,,,,
Family3_GokushovirinaeB_Monaco_MBA1731_NODE_66_length_5207_cov_1482772516,Human,Primate,46,5207,,,,,,,
Family3_GokushovirinaeB_Monaco_MBA1736_NODE_210_length_5753_cov_9592840,Human,Primate,44,5753,,,,,,,
Family3_GokushovirinaeB_Monaco_MBA1736_NODE_221_length_5538_cov_614458143,Human,Primate,44,5538,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium,n/a
Family3_GokushovirinaeB_Monaco_MBA1742_NODE_33_length_7172_cov_22715189,Human,Primate,48,5401,,,,,,,
Family3_GokushovirinaeB_Monaco_MBA1742_NODE_52_length_5530_cov_6439817,Human,Primate,48,5530,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Flavonifractor,Flavonifractor,n/a
Family3_GokushovirinaeB_Monaco_MBA1747_NODE_401_length_5560_cov_89669573,Human,Primate,48,5560,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium,n/a
Family3_GokushovirinaeB_Monaco_MBA1747_NODE_441_length_5306_cov_24213674,Human,Primate,44,5306,,,,,,,
Family3_GokushovirinaeB_Monaco_MBA1747_NODE_451_length_5229_cov_140510630,Human,Primate,40,5239,,,,,,,
Family3_GokushovirinaeB_Monaco_MBA1747_NODE_460_length_5202_cov_13879347,Human,Primate,45,5202,,,,,,,
Family3_GokushovirinaeB_Monaco_MBA1749_NODE_949_length_5316_cov_237554647,Human,Primate,48,5316,,,,,,,
Family3_GokushovirinaeB_Monaco_MBA1750_NODE_1407_length_4644_cov_45964916,Human,Primate,44,4644,,,,,,,
Family3_GokushovirinaeB_Monaco_MBA1759_NODE_102_length_5507_cov_19058327,Human,Primate,48,5509,,,,,,,
Family3_GokushovirinaeB_Monaco_MBA1759_NODE_117_length_4884_cov_72718368,Human,Primate,41,4884,,,,,,,
Family3_GokushovirinaeB_Monaco_MBA1760_NODE_58_length_6976_cov_1254505996,Human,Primate,48,5130,,,,,,,
Family3_GokushovirinaeB_Monaco_MBA1761_NODE_28_length_5719_cov_66607521,Human,Primate,44,5719,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium,n/a
Family3_GokushovirinaeB_Monaco_MBA1761_NODE_30_length_5505_cov_25889358,Human,Primate,38,5515,,,,,,,
Family3_GokushovirinaeB_Monaco_MBA1761_NODE_32_length_5380_cov_207424038,Human,Primate,41,5380,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Eubacterium,n/a
Family3_GokushovirinaeB_Monaco_MBA1761_NODE_33_length_5279_cov_448321593,Human,Primate,46,5279,,,,,,,
Family3_GokushovirinaeB_Monaco_MBA1761_NODE_38_length_5213_cov_553110314,Human,Primate,46,5213,,,,,,,
Family3_GokushovirinaeB_Monaco_MBA1761_NODE_40_length_5016_cov_6488006,Human,Primate,40,5016,,,,,,,
Family3_GokushovirinaeB_Monaco_MBA4009_NODE_331_length_5855_cov_57774310,Human,Primate,46,5855,,,,,,,
Family3_GokushovirinaeB_Monaco_MBA4021_NODE_33_length_5879_cov_63522321,Human,Primate,47,5879,,,,,,,
Family3_GokushovirinaeB_Monaco_MBA4021_NODE_38_length_5633_cov_4595195,Human,Primate,43,5633,,,,,,,
Family3_GokushovirinaeB_Monaco_MBA4026_NODE_165_length_5583_cov_398638929,Human,Primate,45,5585,,,,,,,
Family3_GokushovirinaeB_Monaco_MBA4026_NODE_174_length_5457_cov_56810811,Human,Primate,38,5457,Planctomycetes,Phycisphaerae,Sedimentisphaerales,Sendimentisphaeraceae,Sedimentisphaera,Sedimentisphaera,n/a
Family3_GokushovirinaeB_Monaco_MBA4026_NODE_175_length_5432_cov_119375488,Human,Primate,48,5432,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium,n/a
Family3_GokushovirinaeB_Monaco_MBA4026_NODE_176_length_5316_cov_6176772,Human,Primate,46,5316,,,,,,,
Family3_GokushovirinaeB_Monaco_MBA4026_NODE_182_length_5249_cov_77683481,Human,Primate,47,5249,,,,,,,
Family3_GokushovirinaeB_Monaco_MBA4026_NODE_187_length_5175_cov_31692578,Human,Primate,46,5175,,,,,,,
Family3_GokushovirinaeB_Monaco_MBA4027_NODE_36_length_11333_cov_55317964,Human,Primate,40,5376,,,,,,,
Family3_GokushovirinaeB_Monaco_MBA4027_NODE_68_length_5902_cov_22724474,Human,Primate,44,5902,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium,n/a
Family3_GokushovirinaeB_Monaco_MBA4027_NODE_82_length_5327_cov_88011950,Human,Primate,46,5329,,,,,,,
Family3_GokushovirinaeB_Monaco_MBA4027_NODE_87_length_5188_cov_56416326,Human,Primate,40,5197,,,,,,,
Family3_GokushovirinaeB_Monaco_MBA4028_NODE_196_length_5361_cov_44624387,Human,Primate,46,5363,,,,,,,
Family3_GokushovirinaeB_Monaco_MBA4031_NODE_166_length_7306_cov_39653013,Human,Primate,47,5501,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelatoclostridium,Erysipelatoclostridium,n/a
Family3_GokushovirinaeB_Monaco_MBA4031_NODE_223_length_5865_cov_284449398,Human,Primate,43,5867,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium,n/a
Family3_GokushovirinaeB_Monaco_MBA4031_NODE_230_length_5768_cov_39108524,Human,Primate,46,5768,,,,,,,
Family3_GokushovirinaeB_Monaco_MBA4031_NODE_252_length_5331_cov_15547763,Human,Primate,47,5331,,,,,,,
Family3_GokushovirinaeB_Monaco_MBA4031_NODE_254_length_5326_cov_8796433,Human,Primate,46,5326,,,,,,,
Family3_GokushovirinaeB_Monaco_MBA4031_NODE_255_length_5322_cov_32724511,Human,Primate,45,5322,,,,,,,
Family3_GokushovirinaeB_Monaco_MBA4031_NODE_260_length_5271_cov_50751342,Human,Primate,48,5271,,,,,,,
Family3_GokushovirinaeB_Monaco_MBA4031_NODE_91_length_11971_cov_102914653,Human,Primate,47,5412,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Oscillibacter,Oscillibacter,n/a
Family3_GokushovirinaeB_Monaco_MBA4037_NODE_10_length_5542_cov_7205941,Human,Primate,39,5552,,,,,,,
Family3_GokushovirinaeB_Monaco_MBA4037_NODE_8_length_5762_cov_10368495,Human,Primate,47,5762,,,,,,,
Family3_GokushovirinaeB_Monaco_MBA4037_NODE_9_length_5682_cov_14478941,Human,Primate,44,5682,,,,,,,
Family3_GokushovirinaeB_Monaco_MBA4038_NODE_139_length_5331_cov_39119030,Human,Primate,39,5341,,,,,,,
Family3_GokushovirinaeB_Monaco_MBA4038_NODE_145_length_5183_cov_13823128,Human,Primate,45,5183,,,,,,,
Family3_GokushovirinaeB_Monaco_MBA4038_NODE_80_length_8531_cov_32446319,Human,Primate,45,5013,,,,,,,
Family3_GokushovirinaeB_Nadia_combined_trimmed_NODE_2294_length_6178_cov_310872611,Human,Primate,45,6178,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium,n/a
Family3_GokushovirinaeB_Nadia_combined_trimmed_NODE_2603_length_5817_cov_62569594,Human,Primate,48,5817,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium,n/a
Family3_GokushovirinaeB_Nadia_combined_trimmed_NODE_2661_length_5746_cov_441258303,Human,Primate,49,5746,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium,n/a
Family3_GokushovirinaeB_Nadia_combined_trimmed_NODE_2685_length_5719_cov_41527895,Human,Primate,41,5719,,,,,,,
Family3_GokushovirinaeB_Nadia_combined_trimmed_NODE_2715_length_5688_cov_414202379,Human,Primate,47,5688,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium,n/a
Family3_GokushovirinaeB_Nadia_combined_trimmed_NODE_2848_length_5585_cov_34817902,Human,Primate,49,5585,,,,,,,
Family3_GokushovirinaeB_Nadia_combined_trimmed_NODE_2863_length_5569_cov_21604099,Human,Primate,48,5569,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium,n/a
Family3_GokushovirinaeB_Nadia_combined_trimmed_NODE_3094_length_5352_cov_113632433,Human,Primate,48,5352,,,,,,,
Family3_GokushovirinaeB_Nadia_combined_trimmed_NODE_3102_length_5346_cov_1381814591,Human,Primate,44,5346,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium,n/a
Family3_GokushovirinaeB_Nadia_combined_trimmed_NODE_3361_length_5151_cov_18597724,Human,Primate,40,5151,,,,,,,
Family3_GokushovirinaeB_Nadia_combined_trimmed_NODE_4233_length_4624_cov_476173999,Human,Primate,49,4624,,,,,,,
Family3_GokushovirinaeB_Nadia_combined_trimmed_NODE_607_length_11770_cov_195147247,Human,Primate,44,5885,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium,n/a
Family3_GokushovirinaeB_NC_015785,Bird,Bird,40,5514,,,,,,,
Family3_GokushovirinaeB_NC_030476,Pan troglodytes,Primate,38,5184,,,,,,,
Family3_GokushovirinaeB_NC_040328,Alces alces,Other mammal,38,5360,,,,,,,
Family3_GokushovirinaeB_NC_040329,Lynx canadensis,Other mammal,50,5312,,,,,,,
Family3_GokushovirinaeB_NC_040350,Alces alces,Other mammal,38,5497,,,,,,,
Family3_GokushovirinaeB_NC_040373,Alces alces,Other mammal,37,4892,,,,,,,
Family3_GokushovirinaeB_NFLA01000001_Erysipelatoclostridium_sp_An15,chicken,Bird,33,5993,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelatoclostridium,,
Family3_GokushovirinaeB_Norman_10_NODE_57_length_9702_cov_1258062299,Human,Primate,45,5223,,,,,,,
Family3_GokushovirinaeB_Norman_107_NODE_32_length_8596_cov_16407446,Human,Primate,48,6152,,,,,,,
Family3_GokushovirinaeB_Norman_107_NODE_56_length_5349_cov_364014734,Human,Primate,49,5349,Proteobacteria,Gammaproteobacteria,,,Candidatus Thioglobus,CandidatusThioglobus,n/a
Family3_GokushovirinaeB_Norman_107_NODE_58_length_5188_cov_16741477,Human,Primate,40,5190,,,,,,,
Family3_GokushovirinaeB_Norman_107_NODE_59_length_5142_cov_22998624,Human,Primate,44,5143,,,,,,,
Family3_GokushovirinaeB_Norman_108_NODE_26_length_5200_cov_535281050,Human,Primate,39,5200,,,,,,,
Family3_GokushovirinaeB_Norman_109_NODE_29_length_5374_cov_12012408,Human,Primate,46,5374,,,,,,,
